lemma,issue,a,n_issue_paras,n_lemma_paras,log_odds,p,q,significant
debido,issue_6,54,458,54,6.701,0.0,0.0,True
penal,issue_6,46,458,46,6.523,0.0,0.0,True
subordinado,issue_6,41,458,41,6.397,0.0,0.0,True
eximente,issue_6,35,458,35,6.227,0.0,0.0,True
delito,issue_6,67,458,68,5.849,0.0,0.0,True
constitucional,issue_6,24,458,24,5.83,0.0,0.0,True
ilicito,issue_6,21,458,21,5.693,0.0,0.0,True
judio,issue_1,66,1188,66,5.603,0.0,0.0,True
extraordinario,issue_6,19,458,19,5.59,0.0,0.0,True
judicial,issue_6,16,458,16,5.417,0.0,0.0,True
cumplimiento,issue_6,15,458,15,5.352,0.0,0.0,True
inconstitucionalidad,issue_6,15,458,15,5.352,0.0,0.0,True
sendero,issue_3,21,680,21,5.206,0.0,0.0,True
juez,issue_6,12,458,12,5.13,0.0,0.0,True
mando,issue_6,12,458,12,5.13,0.0,0.0,True
ilicitud,issue_6,11,458,11,5.044,0.0,0.0,True
jurisprudencia,issue_6,11,458,11,5.044,0.0,0.0,True
presuncion,issue_6,11,458,11,5.044,0.0,0.0,True
atardecer,issue_3,17,680,17,4.994,0.0,0.0,True
deber,issue_6,30,458,31,4.964,0.0,0.0,True
coaccion,issue_6,10,458,10,4.951,0.0,0.0,True
ilegitimo,issue_6,10,458,10,4.951,0.0,0.0,True
obediencia,issue_6,115,458,122,4.905,0.0,0.0,True
peregrinar,issue_3,14,680,14,4.801,0.0,0.0,True
venado,issue_3,14,680,14,4.801,0.0,0.0,True
erotismo,issue_4-5,12,668,12,4.672,0.0,0.0,True
maniqui,issue_4-5,11,668,11,4.587,0.0,0.0,True
aurora,issue_3,33,680,34,4.569,0.0,0.0,True
apartamiento,issue_3,31,680,32,4.504,0.0,0.0,True
amnistir,issue_6,18,458,19,4.437,0.0,0.0,True
mandato,issue_6,27,458,29,4.342,0.0,0.0,True
juridico,issue_6,35,458,38,4.28,0.0,0.0,True
antisemitismo,issue_1,17,1188,17,4.225,0.0,0.0,True
militar,issue_6,81,458,90,4.225,0.0,0.0,True
tribunal,issue_6,22,458,24,4.13,0.0,0.0,True
desobediencia,issue_6,13,458,14,4.11,0.0,0.0,True
atroz,issue_6,21,458,23,4.083,0.0,0.0,True
ilegal,issue_6,11,458,12,3.945,0.0,0.0,True
superior,issue_6,45,458,51,3.932,0.0,0.0,True
agravio,issue_6,10,458,11,3.852,0.0,0.0,True
civil,issue_6,22,458,25,3.793,0.0,0.0,True
sentencia,issue_6,20,458,23,3.696,0.0,0.0,True
legitimidad,issue_6,14,458,16,3.673,0.0,0.0,True
culpabilidad,issue_6,17,458,20,3.531,0.0,0.0,True
azul,issue_3,40,680,45,3.469,0.0,0.0,True
ocaso,issue_3,25,680,28,3.436,0.0,0.0,True
derecho,issue_6,63,458,80,3.316,0.0,0.0,True
responsabilidad,issue_6,59,458,75,3.3,0.0,0.0,True
recurso,issue_6,29,458,37,3.192,0.0,0.0,True
orden,issue_6,110,458,151,3.125,0.0,0.0,True
ciego,issue_6,14,458,18,3.084,0.0,0.0,True
ley,issue_6,98,458,135,3.078,0.0,0.0,True
aplicacion,issue_6,13,458,17,3.011,0.0,0.0,True
principio,issue_6,25,458,34,2.925,0.0,0.0,True
exilio,issue_3,45,680,56,2.853,0.0,0.0,True
divino,issue_1,30,1188,33,2.844,0.0,0.0,True
represion,issue_6,13,458,18,2.81,0.0,0.0,True
ano,issue_3,16,680,20,2.735,0.0,0.0,True
servicio,issue_6,17,458,25,2.642,0.0,0.0,True
tortura,issue_6,24,458,36,2.607,0.0,0.0,True
poesia,issue_3,75,680,102,2.53,0.0,0.0,True
extranjero,issue_3,45,680,63,2.375,0.0,0.0,True
ensayo,issue_4-5,20,668,29,2.232,0.0,0.0,True
autoridad,issue_6,19,458,33,2.218,0.0,0.0,True
hecho,issue_6,25,458,45,2.152,0.0,0.0,True
esencia,issue_3,31,680,47,2.101,0.0,0.0,True
dinero,issue_1,51,1188,65,1.96,0.0,0.0,True
acto,issue_6,21,458,42,1.924,0.0,0.0,True
traduccion,issue_2,32,482,66,1.823,0.0,0.0,True
espiritu,issue_3,35,680,60,1.788,0.0,0.0,True
politico,issue_6,67,458,163,1.653,0.0,0.0,True
noche,issue_3,39,680,72,1.625,0.0,0.0,True
alma,issue_3,44,680,82,1.611,0.0,0.0,True
guerra,issue_6,34,458,93,1.397,0.0,0.0,True
novela,issue_3,42,680,93,1.267,0.0,0.0,True
orden,issue_1,16,1188,151,-1.498,0.0,0.0,True
guerra,issue_1,8,1188,93,-1.684,0.0,0.0,True
ley,issue_1,11,1188,135,-1.773,0.0,0.0,True
orden,issue_4-5,5,668,151,-1.893,0.0,0.0,True
poesia,issue_1,7,1188,102,-1.926,0.0,0.0,True
obediencia,issue_3,3,680,122,-2.156,0.0,0.0,True
militar,issue_1,3,1188,90,-2.6,0.0,0.0,True
obediencia,issue_1,3,1188,122,-2.926,0.0,0.0,True
homosexualidad,issue_4-5,10,668,10,4.495,0.0,1e-06,True
apartado,issue_3,10,680,10,4.473,0.0,1e-06,True
impunidad,issue_6,10,458,12,3.341,0.0,1e-06,True
jefe,issue_6,10,458,12,3.341,0.0,1e-06,True
paterno,issue_4-5,13,668,15,3.141,0.0,1e-06,True
solitario,issue_3,13,680,15,3.118,0.0,1e-06,True
organizacion,issue_6,11,458,14,3.097,0.0,1e-06,True
poder,issue_6,11,458,14,3.097,0.0,1e-06,True
rebelion,issue_6,12,458,16,2.931,0.0,1e-06,True
extrano,issue_3,14,680,17,2.854,0.0,1e-06,True
analisis,issue_6,16,458,28,2.194,0.0,1e-06,True
narrativo,issue_4-5,19,668,28,2.18,0.0,1e-06,True
crimen,issue_6,18,458,35,1.975,0.0,1e-06,True
ley,issue_3,5,680,135,-1.794,0.0,1e-06,True
anormal,issue_1,15,1188,15,4.102,0.0,2e-06,True
aberrant,issue_6,9,458,10,3.75,0.0,2e-06,True
criminal,issue_6,9,458,10,3.75,0.0,2e-06,True
revision,issue_6,9,458,10,3.75,0.0,2e-06,True
masculino,issue_4-5,12,668,14,3.062,0.0,2e-06,True
muerto,issue_3,20,680,32,1.934,0.0,2e-06,True
cristiano,issue_1,29,1188,38,1.809,0.0,2e-06,True
accion,issue_6,20,458,43,1.785,0.0,2e-06,True
argentino,issue_3,30,680,60,1.448,0.0,2e-06,True
lectura,issue_4-5,36,668,80,1.277,0.0,2e-06,True
cuerpo,issue_4-5,48,668,122,1.054,0.0,2e-06,True
politico,issue_2,3,482,163,-2.049,0.0,2e-06,True
arbitrariedad,issue_6,11,458,15,2.846,0.0,3e-06,True
erotico,issue_4-5,16,668,23,2.246,0.0,3e-06,True
femenino,issue_4-5,16,668,23,2.246,0.0,3e-06,True
nacional,issue_3,22,680,38,1.751,0.0,3e-06,True
responsabilidad,issue_1,6,1188,75,-1.74,0.0,3e-06,True
muerte,issue_6,3,458,166,-2.008,0.0,3e-06,True
inferior,issue_6,10,458,13,3.004,0.0,4e-06,True
general,issue_6,13,458,21,2.373,0.0,4e-06,True
oficial,issue_6,13,458,21,2.373,0.0,4e-06,True
plenitud,issue_4-5,15,668,21,2.325,0.0,4e-06,True
caracter,issue_6,19,458,42,1.733,0.0,5e-06,True
poeta,issue_3,23,680,42,1.627,0.0,5e-06,True
pobre,issue_1,16,1188,17,3.066,0.0,6e-06,True
ritual,issue_4-5,14,668,19,2.424,0.0,6e-06,True
comun,issue_6,17,458,35,1.861,0.0,6e-06,True
noche,issue_1,6,1188,72,-1.694,0.0,6e-06,True
justificacion,issue_6,9,458,11,3.239,0.0,7e-06,True
legal,issue_6,12,458,19,2.42,1e-06,7e-06,True
crepusculo,issue_3,14,680,19,2.402,0.0,7e-06,True
verso,issue_3,14,680,19,2.402,0.0,7e-06,True
critica,issue_4-5,25,668,49,1.505,0.0,7e-06,True
lugar,issue_3,29,680,61,1.348,1e-06,8e-06,True
estanque,issue_3,10,680,11,3.374,1e-06,1e-05,True
localizacion,issue_3,11,680,13,2.955,1e-06,1.1e-05,True
institucion,issue_6,10,458,14,2.753,1e-06,1.2e-05,True
disposicion,issue_6,12,458,20,2.294,1e-06,1.5e-05,True
reloj,issue_4-5,13,668,18,2.351,1e-06,1.9e-05,True
dolor,issue_3,30,680,66,1.266,2e-06,2.3e-05,True
pais,issue_3,15,680,23,2.033,2e-06,2.7e-05,True
imaginario,issue_4-5,16,668,26,1.908,2e-06,2.9e-05,True
piel,issue_4-5,16,668,26,1.908,2e-06,2.9e-05,True
persecucion,issue_1,19,1188,23,2.136,2e-06,3e-05,True
justicia,issue_6,16,458,35,1.747,2e-06,3e-05,True
armonir,issue_3,12,680,16,2.451,2e-06,3.1e-05,True
apelacion,issue_6,8,458,10,3.125,3e-06,3.7e-05,True
articulo,issue_6,8,458,10,3.125,3e-06,3.7e-05,True
exceso,issue_6,8,458,10,3.125,3e-06,3.7e-05,True
revolucionario,issue_6,8,458,10,3.125,3e-06,3.7e-05,True
catolico,issue_1,14,1188,15,2.935,3e-06,3.7e-05,True
delirio,issue_3,14,680,21,2.091,3e-06,3.8e-05,True
nacido,issue_3,10,680,12,2.862,3e-06,4.2e-05,True
error,issue_6,16,458,36,1.696,4e-06,4.5e-05,True
defensa,issue_6,12,458,22,2.082,4e-06,5.3e-05,True
discurso,issue_1,17,1188,114,-1.091,4e-06,5.3e-05,True
escritura,issue_4-5,48,668,135,0.888,6e-06,6.6e-05,True
fijo,issue_1,15,1188,17,2.492,6e-06,7.1e-05,True
salvacion,issue_1,15,1188,17,2.492,6e-06,7.1e-05,True
juicio,issue_6,13,458,26,1.909,6e-06,7.2e-05,True
politico,issue_1,30,1188,163,-0.855,6e-06,7.2e-05,True
lagrima,issue_1,11,1188,11,3.8,7e-06,8.2e-05,True
negocio,issue_1,11,1188,11,3.8,7e-06,8.2e-05,True
hijo,issue_1,25,1188,35,1.559,7e-06,8.2e-05,True
literatura,issue_6,6,458,181,-1.458,7e-06,8.2e-05,True
desierto,issue_4-5,16,668,28,1.733,9e-06,9.8e-05,True
percepcion,issue_4-5,10,668,13,2.548,1.1e-05,0.000117,True
sueno,issue_4-5,28,668,66,1.164,1.1e-05,0.000122,True
conducta,issue_6,10,458,17,2.241,1.2e-05,0.000129,True
gobierno,issue_6,9,458,14,2.449,1.2e-05,0.00013,True
resistencia,issue_6,9,458,14,2.449,1.2e-05,0.00013,True
canto,issue_3,10,680,13,2.526,1.2e-05,0.000133,True
europeo,issue_3,10,680,13,2.526,1.2e-05,0.000133,True
derecho,issue_1,10,1188,80,-1.272,1.2e-05,0.000133,True
peregrinaje,issue_3,9,680,11,2.761,1.5e-05,0.000159,True
poetizar,issue_3,9,680,11,2.761,1.5e-05,0.000159,True
discurso,issue_6,32,458,114,0.998,1.6e-05,0.000162,True
alegoer,issue_3,12,680,18,2.083,1.7e-05,0.000173,True
muerte,issue_3,55,680,166,0.759,2.1e-05,0.000217,True
beato,issue_1,10,1188,10,3.708,2.1e-05,0.000218,True
azul,issue_1,3,1188,45,-1.858,2.2e-05,0.000221,True
animal,issue_3,13,680,21,1.892,2.4e-05,0.000239,True
rostro,issue_3,13,680,21,1.892,2.4e-05,0.000239,True
sociedad,issue_6,20,458,58,1.286,2.4e-05,0.000243,True
comienzo,issue_3,11,680,16,2.165,2.5e-05,0.000249,True
violacion,issue_6,8,458,12,2.537,2.6e-05,0.00026,True
agente,issue_6,9,458,15,2.282,2.7e-05,0.000263,True
muneca,issue_4-5,10,668,14,2.296,3.1e-05,0.0003,True
causa,issue_6,11,458,22,1.905,3.3e-05,0.000325,True
fuerza,issue_6,17,458,46,1.39,3.6e-05,0.000347,True
interpretacion,issue_6,17,458,46,1.39,3.6e-05,0.000347,True
jardin,issue_2,10,482,18,2.055,3.7e-05,0.000356,True
palabra,issue_6,3,458,124,-1.697,3.8e-05,0.000365,True
funcion,issue_6,16,458,42,1.438,4e-05,0.000376,True
conciencia,issue_1,8,1188,67,-1.31,4.1e-05,0.000388,True
proceso,issue_6,10,458,19,2.004,4.4e-05,0.000408,True
guerra,issue_4-5,4,668,93,-1.581,4.3e-05,0.000408,True
cine,issue_4-5,16,668,31,1.517,4.9e-05,0.000452,True
derecho,issue_3,3,680,80,-1.708,4.9e-05,0.000452,True
literario,issue_6,4,458,138,-1.55,4.9e-05,0.000453,True
verbo,issue_1,18,1188,24,1.714,5e-05,0.000456,True
argumentacion,issue_6,9,458,16,2.138,5.4e-05,0.00049,True
internacional,issue_6,9,458,16,2.138,5.4e-05,0.00049,True
democratico,issue_6,7,458,10,2.661,5.5e-05,0.000498,True
facultad,issue_6,7,458,10,2.661,5.5e-05,0.000498,True
desnudez,issue_4-5,8,668,10,2.67,5.6e-05,0.000499,True
acto,issue_1,3,1188,42,-1.783,5.6e-05,0.000499,True
contenido,issue_6,8,458,13,2.336,6e-05,0.000528,True
instancia,issue_6,8,458,13,2.336,6e-05,0.000528,True
obligacion,issue_6,8,458,13,2.336,6e-05,0.000528,True
normal,issue_1,14,1188,17,2.087,6.1e-05,0.000537,True
nocturno,issue_3,8,680,10,2.648,6.4e-05,0.000557,True
publico,issue_6,13,458,31,1.592,6.6e-05,0.000569,True
fantastico,issue_1,21,1188,30,1.486,6.6e-05,0.00057,True
fenomeno,issue_4-5,10,668,15,2.095,7.6e-05,0.000652,True
edad,issue_1,23,1188,34,1.385,7.7e-05,0.000654,True
genero,issue_3,29,680,74,1.007,7.8e-05,0.000667,True
exilio,issue_1,6,1188,56,-1.412,8.8e-05,0.00074,True
orden,issue_2,6,482,151,-1.32,9e-05,0.000756,True
prueba,issue_6,11,458,24,1.744,9.2e-05,0.000768,True
actividad,issue_6,9,458,17,2.013,0.000101,0.00084,True
circunstancia,issue_6,9,458,17,2.013,0.000101,0.00084,True
ley,issue_2,5,482,135,-1.375,0.000113,0.000933,True
infancia,issue_3,11,680,18,1.855,0.000123,0.001013,True
declaracion,issue_6,8,458,14,2.168,0.000124,0.001018,True
discursivo,issue_6,7,458,11,2.409,0.000135,0.001101,True
personal,issue_6,11,458,25,1.672,0.000144,0.001173,True
exterior,issue_4-5,10,668,16,1.928,0.000168,0.001345,True
familiar,issue_4-5,10,668,16,1.928,0.000168,0.001345,True
responsabilidad,issue_4-5,3,668,75,-1.617,0.000167,0.001345,True
discontinuidad,issue_4-5,8,668,11,2.334,0.00017,0.001359,True
decision,issue_6,9,458,18,1.901,0.000179,0.001422,True
cao,issue_3,8,680,11,2.311,0.000194,0.001537,True
corrupcion,issue_3,10,680,16,1.906,0.000196,0.001546,True
militar,issue_3,5,680,90,-1.354,0.000224,0.001754,True
nacional,issue_1,3,1188,38,-1.674,0.000227,0.001772,True
nombre,issue_2,14,482,37,1.364,0.00023,0.001789,True
culpa,issue_3,11,680,19,1.729,0.000241,0.001866,True
noble,issue_1,11,1188,13,2.19,0.000267,0.002056,True
dignidad,issue_6,7,458,12,2.208,0.000287,0.002187,True
subversion,issue_6,7,458,12,2.208,0.000287,0.002187,True
tormento,issue_6,7,458,12,2.208,0.000287,0.002187,True
esencia,issue_1,5,1188,47,-1.404,0.000293,0.002216,True
sistema,issue_6,16,458,49,1.201,0.000327,0.002466,True
amistad,issue_2,8,482,15,1.965,0.000339,0.00254,True
novela,issue_1,16,1188,93,-0.912,0.000339,0.00254,True
misterio,issue_1,16,1188,22,1.598,0.000342,0.002546,True
politica,issue_6,14,458,40,1.304,0.000343,0.002546,True
sobrenatural,issue_1,12,1188,15,1.937,0.000362,0.002674,True
vision,issue_4-5,22,668,55,1.059,0.000366,0.002693,True
frontera,issue_1,9,1188,10,2.508,0.000433,0.003147,True
maravilloso,issue_1,9,1188,10,2.508,0.000433,0.003147,True
nobleza,issue_1,9,1188,10,2.508,0.000433,0.003147,True
extranjero,issue_1,9,1188,63,-1.108,0.00044,0.003187,True
territorio,issue_3,13,680,26,1.428,0.000457,0.003297,True
lectura,issue_1,13,1188,80,-0.973,0.000465,0.003345,True
identidad,issue_4-5,18,668,42,1.173,0.000468,0.003352,True
superior,issue_1,6,1188,51,-1.306,0.000479,0.003417,True
enemigo,issue_6,9,458,20,1.71,0.000484,0.003439,True
politico,issue_4-5,15,668,163,-0.856,0.000488,0.003454,True
espejo,issue_4-5,15,668,33,1.275,0.000506,0.003563,True
tortura,issue_1,3,1188,36,-1.616,0.000568,0.003987,True
raza,issue_1,16,1188,23,1.454,0.000613,0.004285,True
dominio,issue_4-5,11,668,21,1.539,0.000654,0.004552,True
actor,issue_4-5,7,668,10,2.207,0.000656,0.004554,True
caso,issue_6,6,458,10,2.264,0.000666,0.004588,True
positivo,issue_6,6,458,10,2.264,0.000666,0.004588,True
poetico,issue_3,17,680,39,1.179,0.000691,0.004738,True
orden,issue_3,14,680,151,-0.866,0.000709,0.004846,True
oscuro,issue_3,10,680,18,1.637,0.000733,0.004988,True
absoluto,issue_6,9,458,21,1.626,0.00075,0.005087,True
retrato,issue_2,7,482,13,1.981,0.000761,0.005121,True
ilusion,issue_3,12,680,24,1.427,0.00076,0.005121,True
relato,issue_4-5,30,668,87,0.827,0.000767,0.005143,True
voracidad,issue_1,11,1188,14,1.853,0.00086,0.00575,True
gusto,issue_2,6,482,10,2.204,0.000883,0.005858,True
lucidez,issue_2,6,482,10,2.204,0.000883,0.005858,True
detalle,issue_4-5,8,668,13,1.881,0.000921,0.006071,True
procedimiento,issue_1,3,1188,35,-1.585,0.000922,0.006071,True
hombre,issue_3,25,680,68,0.901,0.000929,0.006096,True
textual,issue_4-5,13,668,28,1.312,0.000936,0.006121,True
media,issue_1,17,1188,25,1.388,0.000943,0.006144,True
concreto,issue_6,7,458,14,1.898,0.000981,0.006325,True
division,issue_6,7,458,14,1.898,0.000981,0.006325,True
honor,issue_6,7,458,14,1.898,0.000981,0.006325,True
cielo,issue_3,14,680,31,1.24,0.001015,0.006517,True
miedo,issue_2,11,482,29,1.367,0.00106,0.006786,True
olvido,issue_1,22,1188,36,1.107,0.001138,0.007257,True
relato,issue_1,16,1188,87,-0.829,0.001264,0.008036,True
pintura,issue_2,7,482,14,1.838,0.001341,0.008465,True
version,issue_2,7,482,14,1.838,0.001341,0.008465,True
guerra,issue_3,31,680,93,0.752,0.001347,0.008471,True
discurso,issue_2,5,482,114,-1.192,0.001353,0.008484,True
esperanza,issue_1,17,1188,26,1.277,0.00136,0.008494,True
nino,issue_4-5,7,668,11,1.955,0.001507,0.009381,True
recurso,issue_1,4,1188,37,-1.363,0.001541,0.009562,True
artista,issue_2,8,482,18,1.628,0.001573,0.009726,True
interes,issue_6,9,458,23,1.477,0.001634,0.01007,True
fuego,issue_1,9,1188,11,1.997,0.001655,0.010164,True
etico,issue_6,14,458,46,1.098,0.00167,0.010221,True
fiesta,issue_2,6,482,11,2.003,0.001716,0.010437,True
ventana,issue_2,6,482,11,2.003,0.001716,0.010437,True
extranjero,issue_4-5,3,668,63,-1.432,0.001782,0.010798,True
teoria,issue_6,12,458,37,1.19,0.001942,0.011728,True
capital,issue_1,10,1188,13,1.761,0.002011,0.012026,True
miserio,issue_1,10,1188,13,1.761,0.002011,0.012026,True
viaje,issue_3,11,680,23,1.342,0.002004,0.012026,True
silencio,issue_4-5,21,668,58,0.898,0.002098,0.012508,True
terror,issue_3,10,680,20,1.425,0.002115,0.012565,True
mundo,issue_3,31,680,94,0.736,0.00213,0.012613,True
hermano,issue_3,9,680,17,1.535,0.002139,0.012628,True
vacio,issue_4-5,18,668,47,0.986,0.002216,0.013035,True
politico,issue_3,48,680,163,0.577,0.002246,0.013171,True
instrumento,issue_6,6,458,12,1.896,0.00232,0.013562,True
politica,issue_3,16,680,40,1.033,0.002343,0.013651,True
metodo,issue_4-5,11,668,24,1.287,0.002635,0.015302,True
tradicion,issue_6,15,458,52,1.022,0.002705,0.01566,True
decadencia,issue_4-5,7,668,12,1.754,0.003021,0.017324,True
humor,issue_4-5,7,668,12,1.754,0.003021,0.017324,True
singularidad,issue_4-5,7,668,12,1.754,0.003021,0.017324,True
memorio,issue_4-5,22,668,63,0.842,0.00313,0.017892,True
infinito,issue_1,12,1188,17,1.484,0.003141,0.017899,True
fragmento,issue_4-5,8,668,15,1.57,0.003195,0.018089,True
cuestion,issue_6,9,458,25,1.347,0.003204,0.018089,True
violencia,issue_4-5,15,668,38,1.034,0.003186,0.018089,True
alma,issue_2,3,482,82,-1.318,0.003357,0.018894,True
amor,issue_4-5,19,668,52,0.911,0.003702,0.020773,True
democracia,issue_6,6,458,13,1.752,0.003835,0.021452,True
cuerpo,issue_6,6,458,122,-1.028,0.003869,0.021577,True
vision,issue_1,9,1188,55,-0.946,0.003973,0.022087,True
oprobio,issue_1,8,1188,10,1.885,0.004022,0.022294,True
relato,issue_2,22,482,87,0.782,0.004055,0.022406,True
escritor,issue_4-5,16,668,41,1.015,0.004068,0.022411,True
experiencia,issue_4-5,13,668,31,1.133,0.004217,0.023164,True
derecho,issue_2,3,482,80,-1.292,0.004833,0.026465,True
creador,issue_4-5,6,668,10,1.811,0.005109,0.027891,True
pros,issue_2,7,482,17,1.5,0.005218,0.028401,True
ensayo,issue_1,3,1188,29,-1.378,0.005234,0.028402,True
amoroso,issue_4-5,8,668,16,1.445,0.005328,0.02883,True
religion,issue_1,12,1188,18,1.317,0.005376,0.029003,True
contexto,issue_6,5,458,10,1.894,0.005544,0.029637,True
disciplina,issue_6,5,458,10,1.894,0.005544,0.029637,True
partido,issue_6,5,458,10,1.894,0.005544,0.029637,True
paso,issue_3,6,680,10,1.788,0.005608,0.029637,True
patrio,issue_3,6,680,10,1.788,0.005608,0.029637,True
retorno,issue_3,6,680,10,1.788,0.005608,0.029637,True
verde,issue_3,6,680,10,1.788,0.005608,0.029637,True
argentino,issue_6,16,458,60,0.913,0.005626,0.029648,True
libertad,issue_6,13,458,45,1.024,0.005698,0.02994,True
doctrina,issue_6,6,458,14,1.627,0.005975,0.031037,True
fundamental,issue_6,6,458,14,1.627,0.005975,0.031037,True
interno,issue_6,6,458,14,1.627,0.005975,0.031037,True
dorado,issue_3,8,680,16,1.422,0.005973,0.031037,True
sustitucion,issue_3,7,680,13,1.565,0.006069,0.031346,True
tragedia,issue_3,7,680,13,1.565,0.006069,0.031346,True
abismo,issue_1,11,1188,16,1.4,0.006164,0.031743,True
estilo,issue_4-5,18,668,51,0.857,0.00635,0.03252,True
obra,issue_4-5,18,668,51,0.857,0.00635,0.03252,True
musica,issue_4-5,10,668,23,1.194,0.006515,0.033272,True
estetica,issue_4-5,12,668,29,1.111,0.006791,0.034584,True
simbolismir,issue_2,5,482,10,1.834,0.00694,0.035143,True
memoria,issue_2,8,482,22,1.304,0.00692,0.035143,True
monologo,issue_2,6,482,14,1.567,0.007716,0.038859,True
perdon,issue_1,10,1188,14,1.509,0.007715,0.038859,True
responsabilidad,issue_3,6,680,75,-0.972,0.007791,0.039126,True
simbolo,issue_2,9,482,27,1.172,0.008105,0.040481,True
pensamiento,issue_2,15,482,54,0.909,0.008084,0.040481,True
sujeto,issue_4-5,13,668,34,0.982,0.008142,0.040554,True
cuerpo,issue_1,28,1188,122,-0.562,0.008425,0.041851,True
historico,issue_3,21,680,62,0.772,0.008685,0.043022,True
necesidad,issue_6,6,458,15,1.515,0.00887,0.043819,True
objetivo,issue_6,5,458,11,1.726,0.009077,0.044601,True
policial,issue_6,5,458,11,1.726,0.009077,0.044601,True
critica,issue_1,8,1188,49,-0.942,0.009109,0.044635,True
matrimonio,issue_4-5,7,668,14,1.443,0.009153,0.044729,True
central,issue_4-5,6,668,11,1.61,0.009431,0.045359,True
fracaso,issue_4-5,6,668,11,1.61,0.009431,0.045359,True
modernismo,issue_4-5,6,668,11,1.61,0.009431,0.045359,True
cosa,issue_3,8,680,17,1.311,0.009381,0.045359,True
paisaje,issue_3,8,680,17,1.311,0.009381,0.045359,True
espanol,issue_2,8,482,23,1.236,0.009354,0.045359,True
codigo,issue_6,12,458,43,0.976,0.009864,0.047315,True
nacion,issue_1,13,1188,21,1.125,0.01023,0.048943,True
cancion,issue_3,6,680,11,1.587,0.010317,0.049103,True
geografico,issue_3,6,680,11,1.587,0.010317,0.049103,True
escena,issue_2,9,482,28,1.119,0.010516,0.049918,True
mental,issue_4-5,9,668,21,1.17,0.010887,0.051488,False
politica,issue_1,6,1188,40,-1.024,0.010904,0.051488,False
tiempo,issue_1,48,1188,104,0.519,0.011453,0.053803,False
relacion,issue_1,9,1188,52,-0.878,0.011433,0.053803,False
enunciacion,issue_3,3,680,51,-1.228,0.011483,0.053803,False
repeticion,issue_1,10,1188,15,1.308,0.012059,0.056237,False
luz,issue_3,14,680,38,0.901,0.012064,0.056237,False
ideologico,issue_3,9,680,21,1.148,0.012243,0.056895,False
condicion,issue_6,9,458,30,1.081,0.012268,0.056895,False
elemento,issue_6,6,458,16,1.415,0.012645,0.058495,False
texto,issue_2,19,482,79,0.713,0.012681,0.058512,False
inteligencia,issue_6,5,458,12,1.583,0.013904,0.063992,False
generacion,issue_3,8,680,18,1.21,0.014048,0.064493,False
caracter,issue_1,7,1188,42,-0.909,0.014195,0.064839,False
poeta,issue_1,7,1188,42,-0.909,0.014195,0.064839,False
cabeza,issue_4-5,7,668,15,1.318,0.014365,0.064966,False
cadena,issue_4-5,7,668,15,1.318,0.014365,0.064966,False
copia,issue_4-5,7,668,15,1.318,0.014365,0.064966,False
distancia,issue_2,7,482,20,1.248,0.014322,0.064966,False
desesperacion,issue_1,9,1188,13,1.408,0.014765,0.066247,False
santo,issue_1,9,1188,13,1.408,0.014765,0.066247,False
traductor,issue_1,9,1188,13,1.408,0.014765,0.066247,False
sentido,issue_6,4,458,87,-1.055,0.014794,0.066247,False
literario,issue_4-5,38,668,138,0.498,0.014943,0.066747,False
valor,issue_6,9,458,31,1.035,0.015331,0.068311,False
luz,issue_1,6,1188,38,-0.963,0.015575,0.069228,False
espectaculo,issue_4-5,6,668,12,1.442,0.015841,0.069902,False
mentira,issue_4-5,6,668,12,1.442,0.015841,0.069902,False
dialogo,issue_3,10,680,24,1.1,0.01583,0.069902,False
procedimiento,issue_3,13,680,35,0.914,0.015963,0.069928,False
conciencia,issue_6,16,458,67,0.765,0.015914,0.069928,False
humano,issue_4-5,5,668,64,-0.96,0.015945,0.069928,False
risa,issue_1,14,1188,24,0.985,0.016615,0.072611,False
madera,issue_2,5,482,12,1.523,0.01719,0.074059,False
olor,issue_2,5,482,12,1.523,0.01719,0.074059,False
sexual,issue_2,5,482,12,1.523,0.01719,0.074059,False
civilizacion,issue_3,6,680,12,1.42,0.017272,0.074059,False
diferencia,issue_3,6,680,12,1.42,0.017272,0.074059,False
pensar,issue_3,6,680,12,1.42,0.017272,0.074059,False
desear,issue_4-5,13,668,36,0.892,0.017033,0.074059,False
sociedad,issue_4-5,4,668,58,-1.072,0.017094,0.074059,False
imposible,issue_1,11,1188,17,1.232,0.017637,0.07527,False
estructura,issue_4-5,10,668,25,1.056,0.017598,0.07527,False
cultura,issue_4-5,19,668,59,0.719,0.018108,0.077096,False
pueblo,issue_1,21,1188,40,0.762,0.018213,0.077364,False
linea,issue_1,12,1188,20,1.048,0.018386,0.077914,False
posicion,issue_3,10,680,25,1.033,0.018817,0.079555,False
personal,issue_1,3,1188,25,-1.213,0.018871,0.079602,False
nostalgia,issue_2,7,482,21,1.176,0.018985,0.079895,False
ciencia,issue_4-5,13,668,37,0.85,0.019846,0.083297,False
escritura,issue_3,16,680,135,-0.586,0.019885,0.083297,False
medio,issue_6,5,458,13,1.458,0.020197,0.084409,False
literatura,issue_3,48,680,181,0.425,0.020465,0.085334,False
carta,issue_1,13,1188,22,1.014,0.021679,0.090187,False
sentido,issue_1,40,1188,87,0.509,0.021866,0.090759,False
caballo,issue_2,6,482,17,1.264,0.022073,0.09141,False
espacio,issue_1,31,1188,64,0.606,0.022872,0.094501,False
